time_s,revolutions,thrust,torque,torque_abs,efficiency
0.00681429,0.1135715,0.36811978,-0.036914224,0.036914224,0.19045693
0.00685714,0.11428567,0.36744018,-0.036842594,0.036842594,0.19047493
0.0069,0.115,0.36674735,-0.036769856,0.036769856,0.19049186
0.00694286,0.11571433,0.36606079,-0.036697821,0.036697821,0.19050848
0.00698571,0.1164285,0.36537899,-0.03662758,0.03662758,0.19051831
0.00702857,0.11714283,0.36470396,-0.036558601,0.036558601,0.19052514
0.00707143,0.11785717,0.36402257,-0.036488683,0.036488683,0.19053357
0.00711429,0.1185715,0.36335206,-0.036419921,0.036419921,0.19054169
0.00715714,0.11928567,0.36269122,-0.036352424,0.036352424,0.19054829
0.0072,0.12,0.36204197,-0.036286291,0.036286291,0.19055384
0.00724286,0.12071433,0.36139868,-0.036220682,0.036220682,0.19055981
0.00728571,0.1214285,0.36075628,-0.036155316,0.036155316,0.19056499
0.00732857,0.12214283,0.36011094,-0.036090093,0.036090093,0.19056787
0.00737143,0.12285717,0.35945507,-0.036024133,0.036024133,0.19056909
0.00741429,0.1235715,0.35881097,-0.035958606,0.035958606,0.19057426
0.00745714,0.12428567,0.35817705,-0.035893612,0.035893612,0.19058204
0.0075,0.125,0.35755689,-0.035830301,0.035830301,0.19058823
0.00754286,0.12571433,0.3569436,-0.035767654,0.035767654,0.19059457
0.00758571,0.1264285,0.35633459,-0.035705589,0.035705589,0.19060011
0.00762857,0.12714283,0.35572903,-0.035643277,0.035643277,0.19060885
0.00767143,0.12785717,0.35512385,-0.035580808,0.035580808,0.19061866
0.00771429,0.1285715,0.35452523,-0.035518841,0.035518841,0.19062934
0.00775714,0.12928567,0.35392336,-0.035456667,0.035456667,0.19063942
0.0078,0.13,0.35332547,-0.035395748,0.035395748,0.19064492
0.00784286,0.13071433,0.35273775,-0.035337022,0.035337022,0.1906441
0.00788571,0.1314285,0.35216907,-0.035280257,0.035280257,0.190643
0.00792857,0.13214283,0.3515798,-0.035221358,0.035221358,0.19064227
